ge,du
348738,10
9117,10
54657,10
266553,10
56848,10
670,10
1841,10
338382,10
94025,10
78991,10
6171,10
8818,10
201456,10
54883,10
389741,10
6444,10
255193,10
8707,10
112483,10
7547,10
141,10
387882,10
9568,10
2593,10
84102,10
7140,10
312,10
7739,10
27154,10
53840,10
112942,10
84632,10
132014,10
56898,10
79602,10
1361,10
3053,10
4440,10
27344,10
29097,10
79056,10
3321,10
29914,10
55798,10
138065,10
9923,10
245934,10
84315,10
747,10
27303,10
129563,10
359787,10
60678,10
55760,10
7141,10
2998,10
348262,10
1350,10
116541,10
100462977,10
9379,10
84668,10
114801,10
9600,10
2977,10
81617,10
23231,10
5828,10
93349,10
246269,10
2827,10
25841,10
83591,10
2356,10
83657,10
1389,10
113802,10
6799,10
256126,10
56105,10
100506742,10
118471,10
84337,10
169966,10
9050,10
7425,10
5167,10
9016,10
206358,10
64427,10
57715,10
84654,10
284098,10
5959,10
84329,10
163059,10
57184,10
5801,10
90411,10
820,10
3211,10
730755,10
25973,10
79953,10
259236,10
389812,10
3126,10
632,10
55683,10
140893,10
64005,10
58494,10
3552,10
130,10
175,10
283078,10
8742,10
83733,10
92482,10
4240,10
84057,10
338674,10
118487,10
55293,10
26577,10
1562,10
9658,10
2901,10
56165,10
6549,10
1081,10
10124,10
130940,10
100132074,10
154467,10
121340,10
494470,10
3700,10
170685,10
55108,10
7166,10
186,10
171558,10
27329,10
9684,10
145482,10
64114,10
221294,10
493911,10
54097,10
145389,10
866,10
84281,10
113829,10
4815,10
9728,10
51175,10
146223,10
115294,10
3756,10
9242,10
23639,10
353497,10
55843,10
80760,10
3441,10
131368,10
8578,10
51804,10
2123,10
118426,10
51156,10
3640,10
125,10
1184,10
5173,10
26,10
54716,10
169026,10
375298,10
3350,10
8694,10
3026,10
1906,10
93233,10
6288,10
23086,10
79081,10
9066,10
54875,10
54577,10
55701,10
152002,10
239,10
4603,10
7355,10
3537,10
26152,10
53637,10
84034,10
22797,10
83700,10
10157,10
113451,10
3487,10
11189,10
8225,10
199675,10
4881,10
78992,10
7762,10
10563,10
256281,10
23180,10
2944,10
10332,10
4552,10
30009,10
6887,10
7104,10
55747,10
23175,10
54758,10
338376,10
3565,10
203245,10
131076,10
341,10
28954,10
2554,10
115123,10
247,10
153443,10
54873,10
7544,10
4969,10
55103,10
715,10
23533,10
26032,10
25766,10
6375,10
84230,10
5662,10
440138,10
4016,10
5367,10
147837,10
796,10
678,10
4337,10
124975,10
3952,10
10209,10
84441,10
25890,10
10410,10
2987,10
1652,10
64762,10
160851,10
9210,10
57642,10
11142,10
388333,10
84153,10
54093,10
9166,10
2014,10
59269,10
57573,10
202134,10
4671,10
400961,10
387357,10
4439,10
23483,10
113178,10
55286,10
5671,10
10170,10
3557,10
148156,10
353324,10
169355,10
54943,10
9205,10
3623,10
84083,10
116447,10
91179,10
5028,10
79693,10
26472,10
284004,10
8999,10
783,10
148103,10
7429,10
119710,10
6910,10
2180,10
22914,10
3955,10
54942,10
138474,10
3235,10
3375,10
81543,10
56135,10
90135,10
26167,10
2205,10
105,9
2348,9
50862,9
221302,9
81928,9
80325,9
90637,9
6932,9
79587,9
84812,9
57720,9
79083,9
917,9
8637,9
89932,9
55276,9
57822,9
9993,9
10904,9
29990,9
283212,9
79366,9
129303,9
79856,9
3440,9
653499,9
51136,9
157285,9
64779,9
7498,9
57666,9
3081,9
1369,9
64651,9
55852,9
196463,9
23258,9
126206,9
3975,9
152007,9
3642,9
54997,9
54756,9
84063,9
27166,9
10507,9
56673,9
653,9
9797,9
55260,9
57189,9
161003,9
51011,9
57519,9
166929,9
83475,9
84690,9
131450,9
27000,9
140683,9
84630,9
6707,9
414927,9
26011,9
4239,9
252995,9
10659,9
10201,9
374393,9
54886,9
6483,9
516,9
91012,9
23682,9
339967,9
2357,9
402415,9
249,9
150379,9
4547,9
80728,9
56000,9
81691,9
80319,9
345611,9
952,9
171546,9
22979,9
64901,9
2001,9
80352,9
201973,9
201965,9
1606,9
84869,9
127002,9
84971,9
1591,9
116328,9
3694,9
55176,9
92304,9
29094,9
84103,9
65267,9
6582,9
55374,9
80183,9
9583,9
1520,9
7644,9
10741,9
23324,9
84343,9
10217,9
27036,9
129450,9
64344,9
83417,9
79739,9
54969,9
200316,9
11118,9
55270,9
55179,9
85397,9
84851,9
85406,9
6736,9
51030,9
10942,9
56890,9
51513,9
29985,9
51734,9
337963,9
389856,9
1103,9
51305,9
56676,9
26297,9
55088,9
29118,9
283870,9
11155,9
79970,9
51304,9
9196,9
54784,9
4803,9
22838,9
221178,9
4329,9
269,9
7559,9
130132,9
362,9
91893,9
55576,9
64760,9
63977,9
339302,9
55612,9
389549,9
55013,9
340706,9
79977,9
283303,9
3805,9
8638,9
3222,9
3631,9
51268,9
55074,9
201299,9
22921,9
205327,9
2531,9
6098,9
9429,9
51196,9
3176,9
90827,9
391723,9
8455,9
3627,9
64900,9
126295,9
401138,9
6329,9
55529,9
9766,9
55151,9
139728,9
9469,9
51292,9
4257,9
50649,9
10599,9
83985,9
6755,9
10391,9
60481,9
53822,9
51118,9
6718,9
83546,9
2651,9
165904,9
84527,9
4322,9
6355,9
55055,9
85438,9
2585,9
2949,9
166614,9
6447,9
3120,9
90589,9
55973,9
158521,9
375248,9
5068,9
51411,9
7770,9
55316,9
55281,9
56975,9
1396,9
5253,9
8427,9
25924,9
337,9
441518,9
146822,9
60436,9
55096,9
126382,9
55719,9
199692,9
51710,9
3587,9
51244,9
56942,9
1415,9
2561,9
90459,9
475,9
84532,9
54898,9
139716,9
135656,9
57664,9
219293,9
147945,9
2833,9
53904,9
163859,9
388468,9
220,9
7127,9
3021,9
4668,9
10272,9
1777,9
11219,9
27445,9
7592,9
66002,9
124935,9
8403,9
133022,9
23161,9
6357,9
7038,9
10144,9
440603,9
6536,9
5551,9
286133,9
220972,9
57221,9
259173,9
80824,9
51227,9
4324,9
56477,9
56034,9
144455,9
89778,9
113263,9
51338,9
400258,9
116285,9
57593,9
3046,9
51088,9
117854,9
1577,9
245812,9
54872,9
57716,9
54578,9
26751,9
641371,9
80864,9
23026,9
55937,9
27141,9
124401,9
5746,9
2822,9
115557,9
127281,9
65990,9
49855,9
7857,9
125150,9
196051,9
221443,9
149111,9
117166,9
54576,9
912,9
10859,9
91977,9
6649,9
343637,9
9315,9
1646,9
28971,9
92106,9
124912,9
318,9
55336,9
1544,9
146330,9
257202,9
10913,9
1215,9
128602,9
4108,9
79884,9
3600,9
147372,9
2796,9
3485,9
57026,9
727936,9
85016,9
23007,9
50640,9
6363,9
92797,9
285220,9
166379,9
1404,9
165100,9
1325,9
6405,9
51303,9
91775,9
54659,9
167153,9
56204,9
6695,9
2538,9
4534,9
166824,9
57546,9
64773,9
126208,9
4353,9
23418,9
57700,9
81285,9
646,9
9086,9
5188,9
80255,9
23284,9
8739,9
79912,9
253190,9
8728,9
27240,9
80790,9
374879,9
56729,9
79175,9
57576,9
6692,9
145567,9
347735,9
84224,9
284355,9
84074,9
221908,9
10899,9
83416,9
26298,9
10347,8
51617,8
286514,8
79048,8
150368,8
23187,8
116154,8
54437,8
91010,8
348110,8
23335,8
23434,8
399979,8
883,8
55998,8
9027,8
11068,8
376267,8
55266,8
23351,8
80772,8
22898,8
2779,8
6583,8
8372,8
126308,8
55893,8
55687,8
146862,8
84266,8
57172,8
84923,8
92370,8
3568,8
221424,8
91851,8
116496,8
1657,8
79190,8
56948,8
8269,8
158572,8
3706,8
125228,8
84107,8
3697,8
9772,8
9468,8
92369,8
9132,8
153222,8
80023,8
221806,8
2220,8
9311,8
7621,8
204962,8
9120,8
55435,8
3562,8
51246,8
401563,8
576,8
254552,8
7461,8
51233,8
256302,8
80975,8
89849,8
440461,8
64577,8
111,8
11062,8
26504,8
389207,8
50489,8
793,8
790955,8
55282,8
6344,8
115727,8
15,8
22993,8
375607,8
8277,8
116349,8
90826,8
23370,8
5744,8
115827,8
79066,8
4939,8
285381,8
257169,8
55196,8
121549,8
8416,8
80350,8
100532737,8
56907,8
344892,8
64080,8
56052,8
339366,8
160777,8
146779,8
25950,8
56623,8
10156,8
9858,8
5396,8
10129,8
6343,8
100137047,8
10917,8
361,8
137196,8
85235,8
83483,8
284114,8
54816,8
55805,8
5729,8
160140,8
155038,8
144195,8
1645,8
4515,8
199746,8
23025,8
9704,8
57186,8
4661,8
79074,8
84448,8
339451,8
3232,8
23308,8
222658,8
137735,8
84320,8
57452,8
440590,8
2646,8
80345,8
5276,8
5132,8
4982,8
166968,8
56155,8
222255,8
3783,8
147991,8
5274,8
1119,8
64895,8
127687,8
9073,8
64285,8
3502,8
57529,8
27244,8
7639,8
57093,8
9534,8
51725,8
63970,8
6051,8
149708,8
1193,8
26231,8
64102,8
441150,8
347517,8
5178,8
401898,8
152485,8
128821,8
7769,8
79000,8
57479,8
8404,8
79827,8
51291,8
91807,8
26515,8
5675,8
3785,8
55296,8
7480,8
393,8
286257,8
51542,8
162394,8
1046,8
81619,8
10962,8
9310,8
55876,8
1473,8
2184,8
29015,8
517,8
55039,8
254359,8
9563,8
199731,8
51174,8
11253,8
56300,8
25884,8
257415,8
5046,8
23518,8
51703,8
374899,8
147744,8
10690,8
340481,8
4351,8
9907,8
27290,8
56033,8
221035,8
93627,8
26291,8
56937,8
4258,8
90338,8
80208,8
136,8
3354,8
3145,8
11272,8
162632,8
340719,8
6496,8
6356,8
79663,8
63874,8
148362,8
4128,8
7102,8
251,8
84987,8
9258,8
10965,8
65124,8
3988,8
714,8
92359,8
11044,8
55693,8
1358,8
4112,8
7356,8
2208,8
3351,8
1303,8
10591,8
83448,8
6013,8
54890,8
343450,8
91975,8
283518,8
3687,8
5818,8
55789,8
6698,8
51390,8
80745,8
84267,8
9069,8
51526,8
220359,8
53343,8
4892,8
152110,8
9108,8
1066,8
23300,8
7633,8
387332,8
51123,8
129025,8
7940,8
158809,8
79363,8
115362,8
116519,8
1007,8
10215,8
30833,8
375743,8
1463,8
2649,8
59350,8
1583,8
9982,8
51561,8
497661,8
64118,8
91319,8
9827,8
3268,8
9423,8
84270,8
8784,8
55670,8
4071,8
85459,8
22875,8
23480,8
149233,8
60560,8
26267,8
84251,8
885,8
3775,8
1084,8
81606,8
2532,8
54825,8
9538,8
357,8
8224,8
221060,8
116064,8
114785,8
8808,8
9703,8
158219,8
151112,8
115004,8
5283,8
3236,8
1109,8
261729,8
388611,8
255043,8
23228,8
5680,8
66005,8
145173,8
1632,8
51389,8
79156,8
54995,8
3249,8
117154,8
55124,8
2879,8
4762,8
9654,8
4242,8
6533,8
23266,8
55228,8
27134,8
494143,8
57107,8
55753,8
23527,8
387036,8
3781,8
117245,8
10352,8
1033,8
8187,8
1638,8
64220,8
7262,8
27090,8
3373,8
25996,8
6515,8
54503,8
93082,8
7108,8
29106,8
285489,8
29991,8
439921,8
1364,8
83853,8
23593,8
1185,8
3111,8
79893,8
389376,8
401251,8
80071,8
55214,8
124923,8
3238,8
5897,8
348013,8
23125,8
57406,8
340156,8
79948,8
139599,8
84134,8
54546,8
8490,8
7293,8
26071,8
55667,8
167465,8
28639,8
57135,8
6120,8
54551,8
18,8
92552,8
152,8
84706,8
1137,8
51131,8
79070,8
58160,8
5122,8
10520,8
57228,8
56913,8
4693,7
284338,7
171169,7
126823,7
6326,7
84915,7
10457,7
29035,7
26153,7
3119,7
157773,7
84674,7
10249,7
391634,7
23251,7
127435,7
10855,7
56995,7
9762,7
838,7
1826,7
89882,7
85445,7
254042,7
57721,7
83595,7
10148,7
60598,7
7306,7
6514,7
11112,7
203523,7
56927,7
1830,7
84883,7
7827,7
23116,7
4009,7
148266,7
10060,7
80017,7
3543,7
51085,7
7582,7
57732,7
11061,7
55745,7
5324,7
23166,7
339487,7
496,7
5790,7
154075,7
169981,7
3569,7
4583,7
55225,7
6035,7
92259,7
9244,7
55659,7
128272,7
54987,7
57687,7
8497,7
171586,7
5799,7
55565,7
400793,7
549,7
65981,7
63899,7
80036,7
112479,7
11067,7
85480,7
340348,7
6674,7
7366,7
90161,7
134288,7
79947,7
168002,7
79899,7
80831,7
4499,7
147463,7
5948,7
23207,7
283685,7
130340,7
729515,7
2653,7
401,7
80150,7
79814,7
11025,7
241,7
6373,7
23600,7
10608,7
10261,7
1008,7
1804,7
57628,7
9697,7
5459,7
284618,7
8698,7
29969,7
54980,7
132299,7
65250,7
2700,7
79140,7
83986,7
33,7
4247,7
2897,7
347365,7
284194,7
146853,7
153020,7
79817,7
5620,7
25938,7
7625,7
79674,7
7556,7
9767,7
5017,7
148870,7
254887,7
55766,7
9249,7
4708,7
222,7
27085,7
2662,7
6546,7
676,7
65997,7
100101467,7
138009,7
55628,7
64283,7
55561,7
4951,7
90321,7
51523,7
26034,7
55862,7
55867,7
6658,7
81558,7
84455,7
2859,7
3782,7
23229,7
23247,7
8884,7
22987,7
125488,7
29923,7
345,7
8174,7
83989,7
10666,7
92949,7
84958,7
2894,7
3753,7
26532,7
8910,7
1506,7
2694,7
169522,7
3814,7
6506,7
202151,7
4504,7
80833,7
26108,7
1236,7
346673,7
746,7
10333,7
64321,7
203522,7
29895,7
54916,7
56246,7
51228,7
51115,7
121506,7
1582,7
8433,7
7752,7
54936,7
125919,7
256586,7
78986,7
212,7
26017,7
50511,7
160622,7
8659,7
6588,7
1299,7
58496,7
344148,7
115399,7
3269,7
399761,7
79613,7
220047,7
81577,7
3906,7
5649,7
51475,7
3242,7
84924,7
10894,7
5005,7
6861,7
9745,7
253738,7
94122,7
84247,7
244,7
113179,7
3077,7
51480,7
152518,7
284021,7
83758,7
144132,7
27293,7
55632,7
146923,7
8352,7
440519,7
83442,7
83549,7
81490,7
645121,7
84261,7
54842,7
58189,7
140469,7
58515,7
80243,7
126792,7
64757,7
147912,7
79847,7
6362,7
441024,7
10205,7
54834,7
3804,7
9752,7
80099,7
391004,7
159013,7
79651,7
1381,7
6785,7
400966,7
10975,7
3890,7
56141,7
387104,7
221061,7
3270,7
735,7
9215,7
148254,7
284185,7
1378,7
51311,7
146760,7
56142,7
203062,7
162333,7
6779,7
89869,7
85465,7
91442,7
6422,7
113201,7
3158,7
445328,7
26253,7
3447,7
83698,7
113655,7
8395,7
389840,7
54952,7
22881,7
57167,7
80336,7
155006,7
84700,7
359845,7
22944,7
56944,7
2819,7
60685,7
79933,7
1290,7
221823,7
10473,7
8807,7
221687,7
25948,7
51309,7
3458,7
83699,7
8690,7
25966,7
10266,7
6758,7
55652,7
116362,7
23443,7
23440,7
3898,7
221458,7
346171,7
170575,7
56158,7
2542,7
79152,7
132,7
3972,7
170394,7
79041,7
8927,7
2674,7
432369,7
83641,7
51306,7
55365,7
3000,7
93594,7
90362,7
121643,7
158358,7
3429,7
51284,7
29070,7
27306,7
124930,7
4808,7
201232,7
22877,7
1548,7
3803,7
9937,7
729991,7
338809,7
951,7
8293,7
762,7
23070,7
51559,7
57482,7
10175,7
1180,7
91664,7
338322,7
55508,7
5742,7
2056,7
116443,7
150962,7
130589,7
84926,7
651,7
6530,7
286205,7
23659,7
285622,7
957,7
6360,7
10745,7
54498,7
116238,7
1774,7
51374,7
10747,7
22986,7
153396,7
9159,7
10326,7
1116,7
285190,7
9364,7
123872,7
23108,7
268,7
114897,7
201294,7
27065,7
255252,7
129080,7
140596,7
135644,7
642843,7
285175,7
162963,7
57192,7
926,7
9764,7
84912,7
27136,7
83937,7
91749,7
285242,7
1504,7
84073,7
7477,7
7062,7
124857,7
92283,7
2331,7
534,7
2702,7
140612,7
8852,7
64184,7
148206,7
7310,7
55273,7
130106,7
3908,7
2016,7
220002,7
83543,7
55892,7
129446,7
4143,7
11343,7
79774,7
283149,7
8611,7
55531,7
27443,7
51241,7
54923,7
343521,7
9535,7
221143,7
133,7
64407,7
374403,7
221409,7
6263,7
11026,7
128637,7
11138,7
1611,7
9829,7
2980,7
579,7
90987,7
54465,7
4675,7
92565,7
85007,7
84961,7
1953,7
51660,7
6553,7
84218,7
3626,7
130399,7
83445,7
3199,7
360,7
610,7
770,7
55812,7
127396,7
6953,7
63941,7
64743,7
89795,7
203076,7
8654,7
794,7
29799,7
338324,7
7125,7
6121,7
9488,7
201633,7
143384,7
91689,7
202018,7
11136,7
114784,7
57455,7
6509,7
368,7
81794,7
84279,7
10825,7
1048,7
54463,6
6750,6
384,6
10327,6
1139,6
26085,6
170961,6
170591,6
4635,6
51348,6
116983,6
119032,6
27296,6
84680,6
57007,6
6349,6
6248,6
5924,6
5136,6
5225,6
84449,6
9819,6
4135,6
90843,6
344,6
221476,6
1305,6
63982,6
26873,6
6581,6
3786,6
160287,6
196410,6
6295,6
4321,6
3596,6
2793,6
79647,6
9143,6
64591,6
9860,6
64403,6
333926,6
1005,6
401285,6
388585,6
10509,6
219790,6
344018,6
260429,6
143379,6
23643,6
23274,6
9057,6
3645,6
4489,6
646409,6
352954,6
6425,6
8840,6
164395,6
55972,6
54805,6
54802,6
80228,6
653252,6
146849,6
6036,6
6690,6
54440,6
56241,6
79153,6
728369,6
3976,6
255057,6
9783,6
91392,6
59067,6
439996,6
5681,6
23536,6
3422,6
57045,6
27231,6
143425,6
2019,6
10227,6
151887,6
55665,6
79640,6
283768,6
27164,6
283420,6
1610,6
60686,6
123263,6
6508,6
388882,6
80315,6
152330,6
4063,6
2905,6
56675,6
443,6
83707,6
272,6
151,6
1807,6
4586,6
63877,6
55205,6
10125,6
128439,6
150248,6
50615,6
5617,6
643314,6
58488,6
5010,6
23101,6
728116,6
946,6
55020,6
7258,6
121274,6
51062,6
9087,6
2315,6
6746,6
51442,6
4072,6
51360,6
57102,6
131544,6
285205,6
10752,6
10633,6
116211,6
392509,6
79634,6
83891,6
7581,6
79841,6
89876,6
80821,6
113189,6
84878,6
3904,6
284827,6
728411,6
9312,6
1417,6
30815,6
8263,6
100526740,6
9200,6
1009,6
53940,6
259232,6
57209,6
84536,6
10368,6
283450,6
751071,6
131890,6
163227,6
130557,6
130535,6
128488,6
79898,6
219844,6
283871,6
23213,6
55259,6
10809,6
389203,6
129138,6
54529,6
54662,6
266747,6
5281,6
257144,6
8832,6
114757,6
1349,6
23554,6
23550,6
284257,6
127018,6
94059,6
1621,6
79987,6
340602,6
199223,6
1903,6
168417,6
375033,6
113444,6
128872,6
57513,6
2619,6
157378,6
92979,6
148137,6
57633,6
139886,6
9936,6
342184,6
3357,6
8284,6
8612,6
25876,6
143888,6
83539,6
2939,6
113,6
5260,6
284067,6
7084,6
219899,6
57636,6
11163,6
54619,6
150372,6
279,6
1821,6
145942,6
7107,6
6392,6
644619,6
4983,6
84667,6
304,6
205428,6
1002,6
728113,6
60509,6
23036,6
222662,6
23329,6
26584,6
414918,6
134549,6
3883,6
4033,6
146852,6
687,6
148479,6
275,6
9121,6
23254,6
9649,6
51058,6
9617,6
126669,6
2537,6
203427,6
57795,6
2642,6
9241,6
548644,6
79799,6
79034,6
11126,6
55137,6
90381,6
59272,6
221935,6
4151,6
6666,6
164312,6
23498,6
2899,6
10418,6
434,6
399512,6
2250,6
3049,6
83998,6
84501,6
25893,6
5193,6
80818,6
10841,6
154214,6
221472,6
353116,6
132789,6
84331,6
25972,6
57149,6
7781,6
128240,6
147015,6
11182,6
941,6
256691,6
54947,6
5121,6
65999,6
2168,6
7699,6
3990,6
652968,6
90990,6
5455,6
81563,6
1016,6
51192,6
8671,6
10402,6
55716,6
53947,6
85457,6
8838,6
10021,6
55194,6
58498,6
137392,6
286151,6
284837,6
144348,6
57605,6
51527,6
84141,6
5732,6
79982,6
10588,6
64218,6
2709,6
29113,6
6450,6
124044,6
482,6
2678,6
2946,6
150209,6
220441,6
1675,6
7733,6
8846,6
285679,6
8771,6
6005,6
80704,6
92346,6
6170,6
9450,6
127294,6
7809,6
25806,6
3549,6
55762,6
84922,6
1004,6
326624,6
4146,6
63924,6
1143,6
282890,6
8326,6
10203,6
10237,6
147495,6
344558,6
2913,6
441521,6
25790,6
1237,6
9023,6
1141,6
10384,6
11237,6
3451,6
431705,6
64840,6
7441,6
653509,6
6715,6
9187,6
171392,6
29103,6
200931,6
6751,6
55619,6
55783,6
29851,6
8613,6
150465,6
4685,6
10267,6
5697,6
55861,6
653781,6
64864,6
51334,6
6487,6
947,6
401505,6
9127,6
83447,6
9515,6
51239,6
64925,6
115761,6
140738,6
3824,6
138428,6
115352,6
1489,6
53820,6
4158,6
8633,6
5138,6
167127,6
5021,6
1128,6
2249,6
84173,6
290,6
7399,6
84910,6
123,6
3755,6
84809,6
51308,6
3765,6
3060,6
3214,6
348793,6
130827,6
80312,6
285761,6
54977,6
6948,6
140838,6
83882,6
10683,6
3682,6
114821,6
7574,6
9437,6
10581,6
63905,6
93107,6
164684,6
5149,6
245711,6
130497,6
3029,6
29943,6
80063,6
1816,6
386618,6
6473,6
645345,6
201895,6
161145,6
4680,6
2645,6
343263,6
116441,6
254956,6
55206,6
145258,6
127,6
23218,6
6906,6
1806,6
7117,6
6543,6
23491,6
2583,6
493753,6
8643,6
5412,6
84541,6
112812,6
126326,6
90407,6
133584,6
284439,6
9746,6
285172,6
83473,6
63928,6
389874,6
1618,6
79582,6
56138,6
7404,6
2256,6
5967,6
57711,6
89782,6
732,6
8437,6
26223,6
55582,6
51326,6
27013,6
6441,6
339324,6
404281,6
23129,6
5625,6
163702,6
195814,6
6571,6
30811,6
57540,6
3250,5
257194,5
51315,5
170850,5
146713,5
54681,5
112970,5
6334,5
285141,5
57105,5
55902,5
1519,5
27035,5
5734,5
4885,5
79639,5
57688,5
23467,5
149297,5
54809,5
8941,5
8519,5
23504,5
55811,5
143872,5
54675,5
148014,5
10991,5
116832,5
79717,5
389898,5
29887,5
144245,5
1293,5
80216,5
57827,5
27145,5
6664,5
317649,5
10224,5
150223,5
391104,5
55323,5
10675,5
23398,5
28299,5
54344,5
79642,5
284751,5
1847,5
140711,5
161198,5
55184,5
88745,5
317749,5
55601,5
51149,5
54970,5
79966,5
8642,5
8361,5
124454,5
143279,5
220963,5
5319,5
9536,5
171425,5
129804,5
7980,5
5542,5
94235,5
342510,5
139105,5
84885,5
79744,5
1302,5
6474,5
126321,5
100288527,5
5150,5
89874,5
666,5
9489,5
114908,5
144715,5
359,5
51287,5
79567,5
4053,5
284611,5
91612,5
85371,5
644150,5
168090,5
389524,5
7543,5
9812,5
776,5
4325,5
374900,5
53838,5
8542,5
2069,5
285973,5
157574,5
150383,5
162967,5
3443,5
159119,5
54738,5
439927,5
6323,5
40,5
140886,5
5731,5
55144,5
84326,5
26585,5
10881,5
26022,5
284418,5
3595,5
54796,5
79969,5
84947,5
10139,5
257101,5
199,5
80224,5
154661,5
26952,5
23179,5
348654,5
100170841,5
388591,5
392255,5
23529,5
85446,5
163049,5
3071,5
284,5
9813,5
6364,5
80709,5
283970,5
696,5
138311,5
84072,5
340543,5
8822,5
57491,5
3620,5
112937,5
55691,5
55786,5
161436,5
5145,5
146439,5
203197,5
388228,5
64747,5
7299,5
390928,5
1908,5
64418,5
133957,5
2570,5
11037,5
83941,5
55024,5
283551,5
7352,5
8790,5
11250,5
79684,5
6898,5
150274,5
199777,5
8447,5
64089,5
401548,5
1747,5
54985,5
4519,5
25943,5
118461,5
152138,5
7768,5
285268,5
80110,5
64172,5
80119,5
5638,5
81557,5
11145,5
493869,5
54467,5
221527,5
6756,5
283807,5
150468,5
114805,5
25763,5
1071,5
285346,5
219938,5
4482,5
4045,5
8303,5
26503,5
339983,5
79157,5
84166,5
10720,5
4050,5
51302,5
84909,5
11132,5
11322,5
283849,5
51629,5
55313,5
728833,5
91464,5
64399,5
127700,5
93109,5
2526,5
346562,5
128822,5
11238,5
7484,5
54363,5
127255,5
10826,5
10322,5
55617,5
22891,5
219736,5
4308,5
4496,5
114,5
55721,5
140876,5
90423,5
956,5
642273,5
23250,5
225,5
9547,5
27127,5
57569,5
91252,5
440563,5
64800,5
126695,5
10870,5
257000,5
353238,5
91151,5
5973,5
7287,5
220992,5
285636,5
196383,5
222553,5
1159,5
146206,5
4330,5
284656,5
22834,5
148113,5
10780,5
148753,5
1844,5
114904,5
54466,5
55106,5
58527,5
23220,5
57338,5
314,5
8581,5
84870,5
653689,5
55507,5
8911,5
153643,5
552,5
112597,5
9573,5
64332,5
3234,5
29980,5
56853,5
85478,5
11082,5
91574,5
11158,5
6833,5
83478,5
83439,5
27433,5
54545,5
64108,5
4129,5
123688,5
90326,5
84935,5
83464,5
94120,5
285987,5
7200,5
80117,5
7180,5
3177,5
54863,5
8809,5
84076,5
166336,5
23520,5
8074,5
29986,5
11022,5
130271,5
84976,5
11122,5
22949,5
643008,5
84953,5
80069,5
29104,5
55051,5
144233,5
79626,5
54516,5
53354,5
84529,5
23017,5
113000,5
55568,5
333929,5
4987,5
55222,5
122481,5
84190,5
56154,5
26579,5
63934,5
84681,5
8288,5
137902,5
23040,5
24142,5
2978,5
4838,5
6247,5
55423,5
79574,5
51168,5
3061,5
3931,5
54920,5
10512,5
54480,5
8854,5
7349,5
9503,5
255426,5
114769,5
3802,5
6523,5
6123,5
60676,5
1258,5
54807,5
4159,5
55613,5
1395,5
84138,5
128646,5
199713,5
60673,5
8076,5
54965,5
83930,5
4161,5
5741,5
10003,5
166863,5
100037417,5
54510,5
3467,5
92241,5
57404,5
4277,5
9332,5
140680,5
3112,5
266697,5
113510,5
5740,5
27039,5
54893,5
9576,5
285180,5
1773,5
1758,5
79894,5
57010,5
4889,5
316,5
162494,5
5554,5
285440,5
9823,5
79879,5
4837,5
6725,5
140730,5
2582,5
388335,5
4886,5
170692,5
27019,5
94009,5
221477,5
90317,5
55105,5
94030,5
8435,5
338707,5
121278,5
55848,5
3078,5
79581,5
3266,5
26165,5
50865,5
2922,5
56649,5
63901,5
6376,5
2330,5
81029,5
220064,5
10344,5
49,5
8842,5
6370,5
4207,5
57718,5
6328,5
2877,5
122830,5
137682,5
5266,5
2984,5
23362,5
2875,5
8369,5
26049,5
55510,5
65987,5
9,5
391356,5
7056,5
1486,5
121512,5
339745,5
51314,5
79411,5
56126,5
92745,5
1579,5
57502,5
84679,5
4536,5
84689,5
1673,5
2070,5
23200,5
134391,5
115560,5
2166,5
5168,5
51611,5
2940,5
140688,5
7478,5
150353,5
253650,5
7122,5
83544,5
25928,5
9622,5
143686,5
145407,5
4520,5
160335,5
137964,5
219348,5
84542,5
29902,5
254065,5
10840,5
79676,5
4490,5
83639,5
55328,5
6870,5
5409,5
10846,5
415116,5
219670,5
3903,5
81494,5
3036,5
326343,5
2018,5
765,5
146712,5
146894,5
8800,5
55192,5
94015,5
8817,5
130013,5
7066,5
348980,5
3589,5
80757,5
285676,5
54494,5
387914,5
6289,5
115650,5
2028,5
92822,5
207063,5
91523,5
57691,5
5475,5
83872,5
29842,5
1318,5
89910,5
10871,5
8406,5
51111,5
55733,5
8302,5
30061,5
23096,5
6618,5
1555,5
203569,5
3426,5
140831,5
9220,5
140467,5
387522,5
221322,5
80129,5
124944,5
222698,5
30014,5
157697,5
51385,5
376132,5
9148,5
387849,4
139793,4
7033,4
129881,4
389336,4
777,4
27180,4
5379,4
286336,4
1440,4
11094,4
51226,4
8538,4
80209,4
7730,4
84327,4
59274,4
163486,4
54752,4
2620,4
23671,4
83955,4
91133,4
79623,4
2707,4
90416,4
118611,4
2918,4
9758,4
5279,4
375260,4
51279,4
29798,4
54664,4
197342,4
203069,4
284716,4
347902,4
2831,4
7079,4
84614,4
255061,4
7539,4
55237,4
3118,4
8273,4
50507,4
4958,4
389084,4
2218,4
3788,4
79891,4
84795,4
285555,4
80122,4
55312,4
7637,4
55769,4
143458,4
56164,4
23743,4
130872,4
11247,4
7772,4
89846,4
161753,4
93081,4
57140,4
84647,4
57127,4
400591,4
80339,4
6846,4
63951,4
11149,4
108,4
128434,4
84570,4
11057,4
3780,4
284992,4
64850,4
146722,4
84888,4
2346,4
